0.000000,1.000000
0.020000,0.960789
0.040000,0.923137
0.060000,0.886938
0.080000,0.852182
0.100000,0.818764
0.120000,0.786681
0.140000,0.755829
0.160000,0.726214
0.180000,0.697732
0.200000,0.670396
0.220000,0.644101
0.240000,0.618868
0.260000,0.594591
0.280000,0.571300
0.300000,0.548887
0.320000,0.527389
0.340000,0.506696
0.360000,0.486854
0.380000,0.467748
0.400000,0.449434
0.420000,0.431793
0.440000,0.414890
0.460000,0.398602
0.480000,0.383002
0.500000,0.367962
0.520000,0.353565
0.540000,0.339676
0.560000,0.326391
0.580000,0.313565
0.600000,0.301306
0.620000,0.289461
0.640000,0.278149
0.660000,0.267209
0.680000,0.256772
0.700000,0.246667
0.720000,0.237039
0.740000,0.227704
0.760000,0.218823
0.780000,0.210198
0.800000,0.202007
0.820000,0.194037
0.840000,0.186484
0.860000,0.179119
0.880000,0.172154
0.900000,0.165346
0.920000,0.158927
0.940000,0.152632
0.960000,0.146716
0.980000,0.140895
1.000000,0.135445
1.020000,0.130059
1.040000,0.125040
1.060000,0.120056
1.080000,0.115435
1.100000,0.110821
1.120000,0.106570
1.140000,0.102296
1.160000,0.098386
1.180000,0.094425
1.200000,0.090832
1.220000,0.087158
1.240000,0.083859
1.260000,0.080450
1.280000,0.077423
1.300000,0.074256
1.320000,0.071483
1.340000,0.068537
1.360000,0.066000
1.380000,0.063257
1.400000,0.060939
1.420000,0.058382
1.440000,0.056269
1.460000,0.053881
1.480000,0.051958
1.500000,0.049724
1.520000,0.047980
1.540000,0.045886
1.560000,0.044309
1.580000,0.042341
1.600000,0.040922
1.620000,0.039067
1.640000,0.037797
1.660000,0.036043
1.680000,0.034913
1.700000,0.033250
1.720000,0.032253
1.740000,0.030670
1.760000,0.029800
1.780000,0.028286
1.800000,0.027537
1.820000,0.026083
1.840000,0.025450
1.860000,0.024047
1.880000,0.023526
1.900000,0.022165
1.920000,0.021753
1.940000,0.020425
1.960000,0.020119
1.980000,0.018815
2.000000,0.018614
2.020000,0.017326
2.040000,0.017228
2.060000,0.015948
2.080000,0.015952
2.100000,0.014671
2.120000,0.014779
2.140000,0.013489
2.160000,0.013699
2.180000,0.012393
2.200000,0.012708
2.220000,0.011377
2.240000,0.011798
2.260000,0.010433
2.280000,0.010963
2.300000,0.009556
2.320000,0.010199
2.340000,0.008740
2.360000,0.009500
2.380000,0.007980
2.400000,0.008861
2.420000,0.007271
2.440000,0.008279
2.460000,0.006609
2.480000,0.007751
2.500000,0.005989
2.520000,0.007272
2.540000,0.005407
2.560000,0.006839
2.580000,0.004860
2.600000,0.006450
2.620000,0.004344
2.640000,0.006103
2.660000,0.003855
2.680000,0.005794
2.700000,0.003392
2.720000,0.005523
2.740000,0.002950
2.760000,0.005287
2.780000,0.002527
2.800000,0.005085
2.820000,0.002120
2.840000,0.004915
2.860000,0.001727
2.880000,0.004777
2.900000,0.001345
2.920000,0.004670
2.940000,0.000971
2.960000,0.004592
2.980000,0.000604
3.000000,0.004544
3.020000,0.000240
3.040000,0.004524
3.060000,-0.000121
3.080000,0.004534
3.100000,-0.000484
3.120000,0.004573
3.140000,-0.000850
3.160000,0.004641
3.180000,-0.001221
3.200000,0.004738
3.220000,-0.001600
3.240000,0.004866
3.260000,-0.001990
3.280000,0.005026
3.300000,-0.002392
3.320000,0.005217
3.340000,-0.002809
3.360000,0.005442
3.380000,-0.003244
3.400000,0.005701
3.420000,-0.003701
3.440000,0.005997
3.460000,-0.004180
3.480000,0.006332
3.500000,-0.004687
3.520000,0.006707
3.540000,-0.005223
3.560000,0.007125
3.580000,-0.005793
3.600000,0.007588
3.620000,-0.006400
3.640000,0.008100
3.660000,-0.007048
3.680000,0.008664
3.700000,-0.007742
3.720000,0.009283
3.740000,-0.008484
3.760000,0.009962
3.780000,-0.009281
3.800000,0.010704
3.820000,-0.010137
3.840000,0.011515
3.860000,-0.011059
3.880000,0.012400
3.900000,-0.012051
3.920000,0.013364
3.940000,-0.013120
3.960000,0.014414
3.980000,-0.014273
4.000000,0.015556
4.020000,-0.015517
4.040000,0.016797
4.060000,-0.016861
4.080000,0.018146
4.100000,-0.018313
4.120000,0.019611
4.140000,-0.019882
4.160000,0.021202
4.180000,-0.021578
4.200000,0.022928
4.220000,-0.023412
4.240000,0.024801
4.260000,-0.025396
4.280000,0.026832
4.300000,-0.027543
4.320000,0.029036
4.340000,-0.029866
4.360000,0.031425
4.380000,-0.032380
4.400000,0.034015
4.420000,-0.035101
4.440000,0.036823
4.460000,-0.038047
4.480000,0.039867
4.500000,-0.041236
4.520000,0.043166
4.540000,-0.044689
4.560000,0.046741
4.580000,-0.048429
4.600000,0.050616
4.620000,-0.052478
4.640000,0.054814
4.660000,-0.056863
4.680000,0.059363
4.700000,-0.061612
4.720000,0.064292
4.740000,-0.066755
4.760000,0.069632
4.780000,-0.072326
4.800000,0.075418
4.820000,-0.078359
4.840000,0.081687
4.860000,-0.084894
4.880000,0.088479
4.900000,-0.091973
4.920000,0.095836
4.940000,-0.099640
4.960000,0.103808
4.980000,-0.107944
5.000000,0.112443
