0.000000,0.000000
-0.000001,0.049424
-0.000024,0.098547
-0.000119,0.147078
-0.000370,0.194742
-0.000886,0.241290
-0.001795,0.286501
-0.003237,0.330184
-0.005356,0.372184
-0.008294,0.412379
-0.012186,0.450675
-0.017153,0.487008
-0.023300,0.521334
-0.030714,0.553631
-0.039460,0.583892
-0.049587,0.612120
-0.061120,0.638328
-0.074071,0.662533
-0.088430,0.684756
-0.104175,0.705020
-0.121271,0.723346
-0.139668,0.739757
-0.159310,0.754274
-0.180130,0.766915
-0.202055,0.777699
-0.225005,0.786643
-0.248896,0.793761
-0.273641,0.799069
-0.299149,0.802580
-0.325327,0.804310
-0.352081,0.804272
-0.379316,0.802483
-0.406936,0.798957
-0.434845,0.793712
-0.462949,0.786769
-0.491152,0.778146
-0.519360,0.767868
-0.547481,0.755960
-0.575424,0.742449
-0.603099,0.727366
-0.630419,0.710743
-0.657298,0.692616
-0.683653,0.673023
-0.709403,0.652005
-0.734470,0.629607
-0.758777,0.605875
-0.782253,0.580858
-0.804826,0.554608
-0.826432,0.527181
-0.847006,0.498634
-0.866488,0.469026
-0.884822,0.438420
-0.901954,0.406879
-0.917836,0.374472
-0.932421,0.341266
-0.945669,0.307331
-0.957540,0.272740
-0.968003,0.237566
-0.977026,0.201884
-0.984584,0.165770
-0.990657,0.129302
-0.995226,0.092557
-0.998280,0.055613
-0.999809,0.018551
-0.999809,-0.018551
-0.998280,-0.055613
-0.995226,-0.092557
-0.990657,-0.129302
-0.984584,-0.165770
-0.977026,-0.201884
-0.968003,-0.237566
-0.957540,-0.272740
-0.945669,-0.307331
-0.932421,-0.341266
-0.917836,-0.374472
-0.901954,-0.406879
-0.884822,-0.438420
-0.866488,-0.469026
-0.847006,-0.498634
-0.826432,-0.527181
-0.804826,-0.554608
-0.782253,-0.580858
-0.758777,-0.605875
-0.734470,-0.629607
-0.709403,-0.652005
-0.683653,-0.673023
-0.657298,-0.692616
-0.630419,-0.710743
-0.603099,-0.727366
-0.575424,-0.742449
-0.547481,-0.755960
-0.519360,-0.767868
-0.491152,-0.778146
-0.462949,-0.786769
-0.434845,-0.793712
-0.406936,-0.798957
-0.379316,-0.802483
-0.352081,-0.804272
-0.325327,-0.804310
-0.299149,-0.802580
-0.273641,-0.799069
-0.248896,-0.793761
-0.225005,-0.786643
-0.202055,-0.777699
-0.180130,-0.766915
-0.159310,-0.754274
-0.139668,-0.739757
-0.121271,-0.723346
-0.104175,-0.705020
-0.088430,-0.684756
-0.074071,-0.662533
-0.061120,-0.638328
-0.049587,-0.612120
-0.039460,-0.583892
-0.030714,-0.553631
-0.023300,-0.521334
-0.017153,-0.487008
-0.012186,-0.450675
-0.008294,-0.412379
-0.005356,-0.372184
-0.003237,-0.330184
-0.001795,-0.286501
-0.000886,-0.241290
-0.000370,-0.194742
-0.000119,-0.147078
-0.000024,-0.098547
-0.000001,-0.049424
0.000000,-0.000000
