0.000000,0.000000
-0.000000,0.049474
-0.000000,0.098948
-0.000000,0.148420
-0.000001,0.197888
-0.000005,0.247346
-0.000014,0.296785
-0.000035,0.346192
-0.000078,0.395550
-0.000157,0.444837
-0.000292,0.494027
-0.000513,0.543089
-0.000855,0.591989
-0.001365,0.640688
-0.002102,0.689149
-0.003133,0.737328
-0.004541,0.785185
-0.006420,0.832681
-0.008879,0.879778
-0.012038,0.926442
-0.016031,0.972644
-0.021003,1.018361
-0.027112,1.063573
-0.034525,1.108268
-0.043420,1.152439
-0.053983,1.196083
-0.066409,1.239202
-0.080901,1.281797
-0.097668,1.323872
-0.116929,1.365425
-0.138908,1.406450
-0.163838,1.446933
-0.191958,1.486846
-0.223520,1.526145
-0.258781,1.564766
-0.298010,1.602616
-0.341486,1.639574
-0.389498,1.675478
-0.442344,1.710124
-0.500329,1.743253
-0.563763,1.774547
-0.632956,1.803617
-0.708211,1.829994
-0.789816,1.853120
-0.878028,1.872334
-0.973061,1.886862
-1.075062,1.895813
-1.184082,1.898164
-1.300046,1.892764
-1.422715,1.878334
-1.551636,1.853482
-1.686096,1.816724
-1.825066,1.766530
-1.967159,1.701381
-2.110581,1.619853
-2.253111,1.520719
-2.392107,1.403080
-2.524545,1.266494
-2.647110,1.111121
-2.756335,0.937841
-2.848795,0.748336
-2.921334,0.545110
-2.971303,0.331439
-2.996790,0.111223
-2.996790,-0.111223
-2.971303,-0.331439
-2.921334,-0.545110
-2.848795,-0.748336
-2.756335,-0.937841
-2.647110,-1.111121
-2.524545,-1.266494
-2.392107,-1.403080
-2.253111,-1.520719
-2.110581,-1.619853
-1.967159,-1.701381
-1.825066,-1.766530
-1.686096,-1.816724
-1.551636,-1.853482
-1.422715,-1.878334
-1.300046,-1.892764
-1.184082,-1.898164
-1.075062,-1.895813
-0.973061,-1.886862
-0.878028,-1.872334
-0.789816,-1.853120
-0.708211,-1.829994
-0.632956,-1.803617
-0.563763,-1.774547
-0.500329,-1.743253
-0.442344,-1.710124
-0.389498,-1.675478
-0.341486,-1.639574
-0.298010,-1.602616
-0.258781,-1.564766
-0.223520,-1.526145
-0.191958,-1.486846
-0.163838,-1.446933
-0.138908,-1.406450
-0.116929,-1.365425
-0.097668,-1.323872
-0.080901,-1.281797
-0.066409,-1.239202
-0.053983,-1.196083
-0.043420,-1.152439
-0.034525,-1.108268
-0.027112,-1.063573
-0.021003,-1.018361
-0.016031,-0.972644
-0.012038,-0.926442
-0.008879,-0.879778
-0.006420,-0.832681
-0.004541,-0.785185
-0.003133,-0.737328
-0.002102,-0.689149
-0.001365,-0.640688
-0.000855,-0.591989
-0.000513,-0.543089
-0.000292,-0.494027
-0.000157,-0.444837
-0.000078,-0.395550
-0.000035,-0.346192
-0.000014,-0.296785
-0.000005,-0.247346
-0.000001,-0.197888
-0.000000,-0.148420
-0.000000,-0.098948
-0.000000,-0.049474
0.000000,-0.000000
