0.000000,0.000000
-0.000000,0.049474
-0.000000,0.098946
-0.000004,0.148408
-0.000020,0.197839
-0.000073,0.247201
-0.000216,0.296443
-0.000533,0.345498
-0.001161,0.394294
-0.002291,0.442764
-0.004184,0.490865
-0.007169,0.538595
-0.011646,0.586015
-0.018081,0.633275
-0.026990,0.680638
-0.038923,0.728504
-0.054439,0.777434
-0.074069,0.828160
-0.098283,0.881605
-0.127445,0.938881
-0.161767,1.001283
-0.201261,1.070280
-0.245691,1.147484
-0.294532,1.234616
-0.346925,1.333462
-0.401647,1.445810
-0.457092,1.573391
-0.511250,1.717803
-0.561719,1.880435
-0.605711,2.062386
-0.640094,2.264383
-0.661430,2.486707
-0.666045,2.729118
-0.650100,2.990797
-0.609690,3.270289
-0.540941,3.565474
-0.440125,3.873547
-0.303775,4.191015
-0.128810,4.513724
0.087352,4.836896
0.346671,5.155197
0.650386,5.462822
0.998918,5.753596
1.391794,6.021100
1.827590,6.258804
2.303891,6.460219
2.817286,6.619051
3.363377,6.729365
3.936823,6.785736
4.531410,6.783412
5.140139,6.718451
5.755349,6.587852
6.368854,6.389668
6.972101,6.123090
7.556344,5.788512
8.112827,5.387565
8.632971,4.923121
9.108564,4.399269
9.531947,3.821259
9.896185,3.195417
10.195233,2.529029
10.424073,1.830206
10.578833,1.107726
10.656879,0.370852
10.656879,-0.370852
10.578833,-1.107726
10.424073,-1.830206
10.195233,-2.529029
9.896185,-3.195417
9.531947,-3.821259
9.108564,-4.399269
8.632971,-4.923121
8.112827,-5.387565
7.556344,-5.788512
6.972101,-6.123090
6.368854,-6.389668
5.755349,-6.587852
5.140139,-6.718451
4.531410,-6.783412
3.936823,-6.785736
3.363377,-6.729365
2.817286,-6.619051
2.303891,-6.460219
1.827590,-6.258804
1.391794,-6.021100
0.998918,-5.753596
0.650386,-5.462822
0.346671,-5.155197
0.087352,-4.836896
-0.128810,-4.513724
-0.303775,-4.191015
-0.440125,-3.873547
-0.540941,-3.565474
-0.609690,-3.270289
-0.650100,-2.990797
-0.666045,-2.729118
-0.661430,-2.486707
-0.640094,-2.264383
-0.605711,-2.062386
-0.561719,-1.880435
-0.511250,-1.717803
-0.457092,-1.573391
-0.401647,-1.445810
-0.346925,-1.333462
-0.294532,-1.234616
-0.245691,-1.147484
-0.201261,-1.070280
-0.161767,-1.001283
-0.127445,-0.938881
-0.098283,-0.881605
-0.074069,-0.828160
-0.054439,-0.777434
-0.038923,-0.728504
-0.026990,-0.680638
-0.018081,-0.633275
-0.011646,-0.586015
-0.007169,-0.538595
-0.004184,-0.490865
-0.002291,-0.442764
-0.001161,-0.394294
-0.000533,-0.345498
-0.000216,-0.296443
-0.000073,-0.247201
-0.000020,-0.197839
-0.000004,-0.148408
-0.000000,-0.098946
-0.000000,-0.049474
0.000000,-0.000000
